image_id,category,domain,delta_iou,umap_1,umap_2,umap_3
khanhha_original::CRACK500_20160308_155731_641_1081.jpg,neutral,khanhha,-0.0005280617727753,4.540784,5.901068,3.135915
khanhha_original::CRACK500_20160308_155737_1281_1.jpg,neutral,khanhha,0.0042703553501981,4.430525,5.8780594,3.202826
khanhha_original::CRACK500_20160308_155737_1281_361.jpg,improved,khanhha,0.0331569435483068,4.9333415,5.8837085,3.2102394
khanhha_original::CRACK500_20160308_155737_1281_721.jpg,neutral,khanhha,0.0053053465519029,4.5488305,5.8867574,3.1693046
khanhha_original::CRACK500_20160308_155737_1921_1.jpg,improved,khanhha,0.0148067309102057,4.53372,5.886706,3.233024
khanhha_original::CRACK500_20160308_155737_1_1081.jpg,neutral,khanhha,0.0045879814154961,4.4415975,5.772158,3.3630478
khanhha_original::CRACK500_20160308_155737_641_721.jpg,degraded,khanhha,-0.0267217419639262,5.4361715,5.9664173,3.128464
khanhha_original::CRACK500_20160308_155828_1281_721.jpg,improved,khanhha,0.0153992740471868,4.1983843,5.956565,3.1860034
khanhha_original::CRACK500_20160308_155836_1921_361.jpg,neutral,khanhha,0.0084212940072088,5.1972833,6.3167276,2.7741392
khanhha_original::CRACK500_20160308_155836_1921_721.jpg,improved,khanhha,0.0623622405896487,4.7327642,6.116461,2.8419144
khanhha_original::CRACK500_20160308_160053_1_361.jpg,degraded,khanhha,-0.0255625937908662,5.2643433,5.9579983,3.0179067
khanhha_original::CRACK500_20160308_160128_641_361.jpg,neutral,khanhha,-0.0005479584509502,4.462321,6.077152,3.022712
khanhha_original::CRACK500_20160308_160128_641_721.jpg,neutral,khanhha,0.0087404665969659,4.233113,6.0912824,2.975397
khanhha_original::CRACK500_20160310_114418_641_361.jpg,degraded,khanhha,-0.0163106649955793,4.2568216,6.303308,2.8669727
khanhha_original::CRACK500_20160310_114441_641_1.jpg,neutral,khanhha,0.000971288158489,4.0427194,6.4412436,2.7377558
khanhha_original::CRACK500_20160310_114441_641_1081.jpg,improved,khanhha,0.0139954895860916,4.122735,6.3921833,2.7617898
khanhha_original::CRACK500_20160310_114446_641_1081.jpg,neutral,khanhha,-0.007346626965774,4.154786,6.442492,2.733737
khanhha_original::CRACK500_20160310_114505_641_361.jpg,degraded,khanhha,-0.0383323804976584,4.595069,6.278937,3.0402439
khanhha_original::CRACK500_20160310_114658_641_721.jpg,neutral,khanhha,-0.0006161581900584,4.779861,6.182204,2.9351766
khanhha_original::CRACK500_20160316_141721_1_721.jpg,improved,khanhha,0.0145419873644383,3.53603,6.7298074,2.8710413
khanhha_original::CRACK500_20160316_141721_641_721.jpg,neutral,khanhha,-0.006513241123322,3.905325,6.269066,3.0479553
khanhha_original::CRACK500_20160316_142009_1281_361.jpg,neutral,khanhha,0.0054936627674375,3.8936982,6.4401565,2.7653754
khanhha_original::CRACK500_20160316_142009_1281_721.jpg,degraded,khanhha,-0.0346533041360267,5.2719975,6.41461,2.8542106
khanhha_original::CRACK500_20160316_142027_1281_721.jpg,improved,khanhha,0.0450113387240483,4.9348125,6.266111,2.7724717
khanhha_original::CRACK500_20160316_142449_1_361.jpg,neutral,khanhha,-0.0044242308877495,3.9395044,6.45202,2.921388
khanhha_original::CRACK500_20160316_142539_1_721.jpg,degraded,khanhha,-0.0413726600361636,4.2847466,6.4889054,3.2148342
khanhha_original::CRACK500_20160316_143433_641_361.jpg,neutral,khanhha,-0.007756016737375,4.177508,6.5781903,2.8842292
khanhha_original::CRACK500_20160316_143445_1281_361.jpg,improved,khanhha,0.0124708342201939,4.211531,6.524877,2.6989677
khanhha_original::CRACK500_20160316_143527_641_1.jpg,neutral,khanhha,0.003854045122455,4.2322803,6.629858,2.8284588
khanhha_original::CRACK500_20160316_143547_1281_1081.jpg,neutral,khanhha,-0.0024466470992534,4.892818,6.848329,2.8260255
khanhha_original::CRACK500_20160316_143603_1921_361.jpg,improved,khanhha,0.0793413344607263,4.027723,6.646218,3.0636466
khanhha_original::CRACK500_20160316_143624_1_641.jpg,neutral,khanhha,0.0081495512358366,4.0197816,6.9194913,3.371696
khanhha_original::CRACK500_20160316_143629_1281_721.jpg,improved,khanhha,0.0465854350417789,5.117526,6.680333,2.7119956
khanhha_original::CRACK500_20160316_143629_1921_721.jpg,improved,khanhha,0.0501290035670659,5.0954165,6.684651,2.7674112
khanhha_original::CRACK500_20160316_144203_1281_721.jpg,neutral,khanhha,0.0010885811755613,3.3637702,6.9731226,2.8913224
khanhha_original::CRACK500_20160316_144212_1921_721.jpg,neutral,khanhha,0.006454223059466,5.285742,6.6424036,2.8100605
khanhha_original::CRACK500_20160316_144212_641_721.jpg,neutral,khanhha,0.0006182497005946,3.6306007,6.862665,2.834947
khanhha_original::CRACK500_20160316_144230_641_1.jpg,neutral,khanhha,0.0011272927612537,4.209094,6.5860696,2.7824843
khanhha_original::CRACK500_20160316_144241_641_361.jpg,neutral,khanhha,-0.0080896859011362,4.74147,6.7747364,2.8344183
khanhha_original::CRACK500_20160316_144431_641_1081.jpg,neutral,khanhha,0.0055219041078056,3.6458511,6.6281233,2.8592105
khanhha_original::CRACK500_20160316_183217_1281_1.jpg,neutral,khanhha,0.0026984064940329,4.091736,6.465077,2.657918
khanhha_original::CRACK500_20160318_084343_1281_361.jpg,neutral,khanhha,-0.004526146241192,3.774952,7.0807753,2.913019
khanhha_original::CRACK500_20160318_181602_1281_361.jpg,degraded,khanhha,-0.0118282082382089,3.6185157,6.713106,2.632978
khanhha_original::CRACK500_20160318_181627_1_721.jpg,neutral,khanhha,0.0016716534007206,3.9309077,6.6300077,2.9939375
